Hybridization REF	TCGA-06-0675-11A-32R-A36C-13	TCGA-06-0675-11A-32R-A36C-13	TCGA-06-0675-11A-32R-A36C-13	TCGA-06-0678-11A-32R-A36C-13	TCGA-06-0678-11A-32R-A36C-13	TCGA-06-0678-11A-32R-A36C-13	TCGA-06-0680-11A-32R-A36C-13	TCGA-06-0680-11A-32R-A36C-13	TCGA-06-0680-11A-32R-A36C-13	TCGA-06-0681-11A-41R-A36C-13	TCGA-06-0681-11A-41R-A36C-13	TCGA-06-0681-11A-41R-A36C-13	TCGA-06-AABW-11A-31R-A36C-13	TCGA-06-AABW-11A-31R-A36C-13	TCGA-06-AABW-11A-31R-A36C-13
miRNA_ID	read_count	reads_per_million_miRNA_mapped	cross-mapped	read_count	reads_per_million_miRNA_mapped	cross-mapped	read_count	reads_per_million_miRNA_mapped	cross-mapped	read_count	reads_per_million_miRNA_mapped	cross-mapped	read_count	reads_per_million_miRNA_mapped	cross-mapped
hsa-mir-4298	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4299	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4300	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4301	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4302	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4303	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4304	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4305	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4306	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4307	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4308	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4309	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-431	3681	939.954501	N	3864	757.513083	N	4266	778.899670	N	2711	820.311283	N	1656	417.311471	N
hsa-mir-4310	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4311	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4312	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4313	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4314	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4315-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4315-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4316	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4317	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4318	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4319	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-432	849	216.794722	N	1232	241.525911	N	1222	223.116596	N	687	207.876743	N	487	122.723844	N
hsa-mir-4320	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4321	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4322	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4323	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4324	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4325	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4326	10	2.553530	N	21	4.116919	N	17	3.103913	N	22	6.656897	N	37	9.323988	N
hsa-mir-4327	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4328	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-4329	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-433	941	240.287201	N	1142	223.881972	N	1270	231.880586	N	414	125.270701	N	762	192.023757	N
hsa-mir-4330	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-448	27	6.894532	N	30	5.881313	N	35	6.390410	N	12	3.631035	N	5	1.259998	N
hsa-mir-449a	0	0.000000	N	1	0.196044	N	4	0.730333	N	2	0.605172	N	0	0.000000	N
hsa-mir-449b	1	0.255353	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-449c	0	0.000000	N	1	0.196044	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-450a-1	12	3.064236	N	13	2.548569	N	10	1.825831	N	9	2.723276	N	9	2.267997	N
hsa-mir-450a-2	7	1.787471	N	2	0.392088	N	7	1.278082	N	18	5.446552	N	5	1.259998	N
hsa-mir-450b	33	8.426650	N	35	6.861532	N	48	8.763991	N	27	8.169828	N	21	5.291993	N
hsa-mir-451	2296	586.290555	N	20107	3941.851853	N	9093	1660.228481	N	26789	8105.982644	N	996	250.991682	N
hsa-mir-452	41	10.469474	N	39	7.645707	N	35	6.390410	N	33	9.985346	N	12	3.023996	N
hsa-mir-454	25	6.383826	N	46	9.018013	N	42	7.668492	N	42	12.708622	N	67	16.883979	N
hsa-mir-455	321	81.968322	N	386	75.672891	N	535	97.681979	N	344	104.089665	N	275	69.299912	N
hsa-mir-466	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-483	8	2.042824	N	9	1.764394	N	5	0.912916	N	7	2.118104	N	8	2.015997	N
hsa-mir-484	364	92.948503	N	444	87.043429	N	409	74.676504	N	386	116.798287	N	612	154.223804	N
hsa-mir-485	1460	372.815423	N	2597	509.125641	N	2198	401.317739	N	1138	344.343135	N	591	148.931811	N
hsa-mir-486	885	225.987431	N	5140	1007.664919	N	3657	667.706539	N	7186	2174.384683	N	488	122.975844	N
hsa-mir-487a	205	52.347371	N	225	44.109846	N	209	38.159876	N	96	29.048279	N	75	18.899976	N
hsa-mir-487b	900	229.817726	N	1307	256.229192	N	1306	238.453579	N	690	208.784502	N	341	85.931891	N
hsa-mir-488	269	68.689965	N	399	78.221460	N	463	84.535993	N	199	60.214661	N	152	38.303951	N
hsa-mir-489	0	0.000000	N	2	0.392088	N	0	0.000000	N	0	0.000000	N	2	0.503999	N
hsa-mir-490	361	92.182444	N	445	87.239473	N	665	121.417787	N	265	80.185352	N	118	29.735962	N
hsa-mir-491	244	62.306139	N	358	70.183666	N	252	46.010951	N	227	68.687075	N	82	20.663974	N
hsa-mir-492	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-493	25	6.383826	N	31	6.077357	N	40	7.303326	N	13	3.933621	N	8	2.015997	N
hsa-mir-494	43	10.980180	N	42	8.233838	N	45	8.216241	N	32	9.682760	N	9	2.267997	N
hsa-mir-495	1431	365.410185	N	1935	379.344673	N	1537	280.630284	N	1197	362.195723	N	319	80.387898	N
hsa-mir-496	173	44.176074	N	273	53.519946	N	327	59.704686	N	130	39.336211	N	68	17.135978	N
hsa-mir-497	65	16.597947	N	101	19.800420	N	106	19.353813	N	51	15.431898	N	40	10.079987	N
hsa-mir-498	0	0.000000	N	1	0.196044	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-499	7	1.787471	N	10	1.960438	N	7	1.278082	N	11	3.328449	N	16	4.031995	N
hsa-mir-500a	623	159.084937	Y	659	129.192837	Y	707	129.086279	Y	504	152.503462	Y	735	185.219765	Y
hsa-mir-500b	11	2.808883	Y	26	5.097138	Y	26	4.747162	Y	17	5.143966	Y	13	3.275996	Y
hsa-mir-501	104	26.556715	N	135	26.465907	N	174	31.769466	N	107	32.376727	N	162	40.823948	N
hsa-mir-502	13	3.319589	Y	23	4.509006	Y	27	4.929745	Y	23	6.959483	Y	18	4.535994	Y
hsa-mir-503	46	11.746239	N	14	2.744613	N	53	9.676906	N	24	7.262070	N	16	4.031995	N
hsa-mir-504	45	11.490886	N	87	17.055807	N	104	18.988646	N	53	16.037070	N	25	6.299992	N
hsa-mir-505	74	18.896124	N	79	15.487457	N	103	18.806063	N	87	26.325002	N	214	53.927932	N
hsa-mir-506	0	0.000000	N	0	0.000000	N	1	0.182583	N	0	0.000000	N	0	0.000000	N
hsa-mir-507	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-508	133	33.961953	N	79	15.487457	N	113	20.631895	N	83	25.114657	N	20	5.039994	N
hsa-mir-509-1	8	2.042824	N	4	0.784175	N	8	1.460665	N	8	2.420690	N	1	0.252000	N
hsa-mir-509-2	2	0.510706	N	5	0.980219	N	4	0.730333	N	5	1.512931	N	1	0.252000	N
hsa-mir-509-3	13	3.319589	N	9	1.764394	N	10	1.825831	N	6	1.815517	N	0	0.000000	N
hsa-mir-510	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-511-1	6	1.532118	N	2	0.392088	N	2	0.365166	N	5	1.512931	N	2	0.503999	N
hsa-mir-511-2	2	0.510706	N	3	0.588131	N	4	0.730333	N	0	0.000000	N	3	0.755999	N
hsa-mir-512-1	1	0.255353	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	1	0.252000	N
hsa-mir-512-2	0	0.000000	N	1	0.196044	N	0	0.000000	N	1	0.302586	N	0	0.000000	N
hsa-mir-513a-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-513a-2	0	0.000000	N	0	0.000000	N	1	0.182583	N	0	0.000000	N	0	0.000000	N
hsa-mir-513b	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-513c	0	0.000000	N	0	0.000000	N	0	0.000000	N	1	0.302586	N	3	0.755999	N
hsa-mir-514-1	4	1.021412	N	2	0.392088	N	2	0.365166	N	6	1.815517	N	1	0.252000	N
hsa-mir-514-2	6	1.532118	N	7	1.372306	N	7	1.278082	N	4	1.210345	N	0	0.000000	N
hsa-mir-514-3	7	1.787471	N	7	1.372306	N	8	1.460665	N	1	0.302586	N	0	0.000000	N
hsa-mir-514b	1	0.255353	N	0	0.000000	N	2	0.365166	N	0	0.000000	N	2	0.503999	N
hsa-mir-515-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-515-2	0	0.000000	N	0	0.000000	N	1	0.182583	N	1	0.302586	N	0	0.000000	N
hsa-mir-516a-1	4	1.021412	N	2	0.392088	N	3	0.547749	N	5	1.512931	N	3	0.755999	N
hsa-mir-516a-2	1	0.255353	N	5	0.980219	N	4	0.730333	N	3	0.907759	N	4	1.007999	N
hsa-mir-516b-1	1	0.255353	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	2	0.503999	N
hsa-mir-516b-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-517a	3	0.766059	Y	3	0.588131	Y	2	0.365166	Y	1	0.302586	Y	1	0.252000	Y
hsa-mir-517b	3	0.766059	Y	3	0.588131	Y	2	0.365166	Y	1	0.302586	Y	1	0.252000	Y
hsa-mir-517c	2	0.510706	Y	0	0.000000	N	1	0.182583	N	0	0.000000	N	0	0.000000	N
hsa-mir-518a-1	1	0.255353	N	1	0.196044	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-518a-2	1	0.255353	N	1	0.196044	Y	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-518b	1	0.255353	N	2	0.392088	N	3	0.547749	N	3	0.907759	N	0	0.000000	N
hsa-mir-518c	0	0.000000	N	3	0.588131	N	1	0.182583	N	2	0.605172	N	2	0.503999	N
hsa-mir-518d	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-518e	0	0.000000	N	2	0.392088	N	1	0.182583	N	0	0.000000	N	0	0.000000	N
hsa-mir-518f	0	0.000000	N	1	0.196044	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-519a-1	8	2.042824	N	29	5.685269	N	17	3.103913	N	21	6.354311	N	17	4.283995	N
hsa-mir-519a-2	3	0.766059	N	2	0.392088	Y	3	0.547749	Y	1	0.302586	Y	0	0.000000	N
hsa-mir-519b	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-519c	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	2	0.503999	N
hsa-mir-519d	1	0.255353	N	1	0.196044	N	1	0.182583	N	0	0.000000	N	1	0.252000	N
hsa-mir-519e	0	0.000000	N	1	0.196044	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-520a	0	0.000000	N	3	0.588131	N	1	0.182583	N	2	0.605172	N	0	0.000000	N
hsa-mir-520b	0	0.000000	N	1	0.196044	Y	0	0.000000	N	1	0.302586	Y	0	0.000000	N
hsa-mir-520c	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-520d	0	0.000000	N	1	0.196044	N	0	0.000000	N	2	0.605172	N	0	0.000000	N
hsa-mir-520e	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-520f	0	0.000000	N	1	0.196044	N	0	0.000000	N	1	0.302586	N	0	0.000000	N
hsa-mir-520g	1	0.255353	Y	0	0.000000	N	0	0.000000	N	0	0.000000	N	1	0.252000	N
hsa-mir-520h	1	0.255353	Y	0	0.000000	N	0	0.000000	N	1	0.302586	N	0	0.000000	N
hsa-mir-521-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-521-2	0	0.000000	N	1	0.196044	N	0	0.000000	N	0	0.000000	N	1	0.252000	N
hsa-mir-522	1	0.255353	N	2	0.392088	N	4	0.730333	Y	0	0.000000	N	2	0.503999	N
hsa-mir-523	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-524	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-525	2	0.510706	N	1	0.196044	N	1	0.182583	N	0	0.000000	N	0	0.000000	N
hsa-mir-526a-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-526a-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-526b	1	0.255353	N	3	0.588131	N	3	0.547749	N	4	1.210345	N	2	0.503999	N
hsa-mir-527	0	0.000000	N	1	0.196044	Y	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-532	1394	355.962123	N	1833	359.348209	N	2402	438.564699	N	1303	394.269864	N	1223	308.195609	N
hsa-mir-539	670	171.086530	N	735	144.092163	N	860	157.021499	N	347	104.997423	N	379	95.507879	N
hsa-mir-541	140	35.749424	N	143	28.034257	N	155	28.300387	N	107	32.376727	N	40	10.079987	N
hsa-mir-542	818	208.878778	N	756	148.209081	N	1089	198.833038	N	555	167.935360	N	355	89.459887	N
hsa-mir-543	118	30.131657	N	241	47.246546	N	219	39.985707	N	94	28.443106	N	43	10.835986	N
hsa-mir-544	1	0.255353	N	0	0.000000	N	1	0.182583	N	0	0.000000	N	0	0.000000	N
hsa-mir-544b	0	0.000000	N	0	0.000000	N	2	0.365166	N	0	0.000000	N	0	0.000000	N
hsa-mir-545	2	0.510706	N	5	0.980219	N	2	0.365166	N	0	0.000000	N	0	0.000000	N
hsa-mir-548a-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548a-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548a-3	0	0.000000	N	1	0.196044	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548aa-1	1	0.255353	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548aa-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548b	9	2.298177	N	8	1.568350	N	7	1.278082	N	15	4.538794	N	4	1.007999	N
hsa-mir-548c	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548d-1	1	0.255353	N	0	0.000000	N	0	0.000000	N	2	0.605172	N	1	0.252000	N
hsa-mir-548d-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548e	1	0.255353	N	2	0.392088	N	0	0.000000	N	2	0.605172	N	1	0.252000	N
hsa-mir-548f-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	2	0.605172	N	0	0.000000	N
hsa-mir-548f-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548f-3	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548f-4	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548f-5	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548g	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548h-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548h-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548h-3	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548h-4	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548i-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548i-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548i-3	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548i-4	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548j	0	0.000000	N	2	0.392088	N	0	0.000000	N	2	0.605172	N	0	0.000000	N
hsa-mir-548k	0	0.000000	N	0	0.000000	N	2	0.365166	N	2	0.605172	N	0	0.000000	N
hsa-mir-548l	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	1	0.252000	N
hsa-mir-548m	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548n	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548o	0	0.000000	N	0	0.000000	N	1	0.182583	N	3	0.907759	N	5	1.259998	N
hsa-mir-548p	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548q	2	0.510706	N	2	0.392088	N	0	0.000000	N	3	0.907759	N	1	0.252000	N
hsa-mir-548s	0	0.000000	N	0	0.000000	N	1	0.182583	N	2	0.605172	N	2	0.503999	N
hsa-mir-548t	0	0.000000	N	0	0.000000	N	1	0.182583	N	0	0.000000	N	1	0.252000	N
hsa-mir-548u	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548v	6	1.532118	N	11	2.156481	N	5	0.912916	N	10	3.025862	N	65	16.379979	N
hsa-mir-548w	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548x	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548y	0	0.000000	N	1	0.196044	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-548z	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-549	2	0.510706	N	1	0.196044	N	2	0.365166	N	1	0.302586	N	0	0.000000	N
hsa-mir-550a-1	4	1.021412	N	9	1.764394	N	12	2.190998	N	15	4.538794	N	10	2.519997	N
hsa-mir-550a-2	11	2.808883	N	3	0.588131	N	6	1.095499	N	10	3.025862	N	2	0.503999	N
hsa-mir-550b-1	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-550b-2	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-551a	0	0.000000	N	1	0.196044	N	2	0.365166	N	0	0.000000	N	1	0.252000	N
hsa-mir-551b	29	7.405238	N	45	8.821969	N	41	7.485909	N	18	5.446552	N	8	2.015997	N
hsa-mir-552	32	8.171297	N	35	6.861532	N	42	7.668492	N	16	4.841380	N	12	3.023996	N
hsa-mir-553	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-554	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-555	1	0.255353	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-556	0	0.000000	N	0	0.000000	N	3	0.547749	N	1	0.302586	N	4	1.007999	N
hsa-mir-557	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-558	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-559	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-561	2	0.510706	N	1	0.196044	N	1	0.182583	N	1	0.302586	N	0	0.000000	N
hsa-mir-562	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-563	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-564	0	0.000000	N	1	0.196044	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-566	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-567	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-568	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-569	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-570	1	0.255353	N	1	0.196044	N	1	0.182583	N	0	0.000000	N	1	0.252000	N
hsa-mir-571	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-572	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-573	0	0.000000	N	0	0.000000	N	1	0.182583	N	0	0.000000	N	0	0.000000	N
hsa-mir-574	100	25.535303	N	274	53.715990	N	145	26.474555	N	168	50.834487	N	994	250.487682	N
hsa-mir-575	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-576	29	7.405238	N	57	11.174494	N	40	7.303326	N	66	19.970691	N	71	17.891977	N
hsa-mir-577	289	73.797025	N	851	166.833239	N	159	29.030719	N	556	168.237947	N	973	245.195689	N
hsa-mir-578	0	0.000000	N	1	0.196044	N	0	0.000000	N	0	0.000000	N	1	0.252000	N
hsa-mir-579	0	0.000000	N	1	0.196044	N	1	0.182583	N	1	0.302586	N	2	0.503999	N
hsa-mir-580	1	0.255353	N	3	0.588131	N	5	0.912916	N	5	1.512931	N	1	0.252000	N
hsa-mir-581	2	0.510706	N	1	0.196044	N	0	0.000000	N	0	0.000000	N	1	0.252000	N
hsa-mir-582	4926	1257.869023	N	4786	938.265428	N	4675	853.576174	N	3206	970.091469	N	2226	560.951289	N
hsa-mir-583	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-584	1639	418.523615	N	5184	1016.290844	N	2567	468.690917	N	3773	1141.657864	N	30926	7793.342118	N
hsa-mir-585	11	2.808883	N	4	0.784175	N	4	0.730333	N	5	1.512931	N	0	0.000000	N
hsa-mir-586	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-587	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-588	1	0.255353	N	0	0.000000	N	0	0.000000	N	1	0.302586	N	1	0.252000	N
hsa-mir-589	339	86.564677	N	493	96.649573	N	470	85.814075	N	283	85.631904	N	1776	447.551433	N
hsa-mir-590	51	13.023004	N	75	14.703282	N	68	12.415653	N	58	17.550002	N	100	25.199968	N
hsa-mir-591	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-592	254	64.859669	N	248	48.618852	N	305	55.687857	N	169	51.137074	N	67	16.883979	N
hsa-mir-593	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-595	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-596	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-597	1	0.255353	N	4	0.784175	N	2	0.365166	N	0	0.000000	N	7	1.763998	N
hsa-mir-598	2761	705.029714	N	3567	699.288087	N	4530	827.101619	N	1824	551.917292	N	1055	265.859663	N
hsa-mir-599	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-600	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-601	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-602	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	3	0.755999	N
hsa-mir-603	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-604	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-605	0	0.000000	N	2	0.392088	N	2	0.365166	N	0	0.000000	N	0	0.000000	N
hsa-mir-606	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-607	10	2.553530	N	3	0.588131	N	4	0.730333	N	12	3.631035	N	4	1.007999	N
hsa-mir-608	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-609	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
hsa-mir-610	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N	0	0.000000	N
